 Race , Age  , Trial     , LettersSent ,YYES,YNO,Y3,Y4,Y5,Test
 W    ,46,2,0,YES,YES,YES,NO,YES,NO
 W    ,40,2,0,YES,NO,YES,YES,YES,YES
 W    ,61,2,0,YES,NO,YES,YES,YES,YES
 B    ,30,2,0,YES,NO,YES,YES,YES,YES
 W    ,40,2,0,YES,NO,YES,YES,YES,YES
 W    ,29,2,0,YES,YES,YES,NO,NO,NO
 W    ,34,2,0,YES,NO,YES,NO,YES,YES
 W    ,39,2,0,YES,NO,YES,NO,YES,NO
 W    ,39,2,0,YES,NO,YES,YES,YES,YES
 W    ,58,2,0,YES,NO,YES,YES,YES,YES
 A    ,49,2,0,YES,NO,YES,YES,YES,YES
 A    ,63,2,0,YES,YES,YES,NO,YES,YES
 B    ,53,2,0,YES,NO,YES,YES,YES,NO
 B    ,27,2,0,NO,YES,YES,YES,YES,YES
 W    ,41,2,0,NO,YES,YES,YES,YES,YES
 W    ,47,2,0,YES,NO,YES,YES,YES,YES
 W    ,54,2,0,NO,NO,YES,YES,YES,YES
 W    ,36,2,0,YES,NO,YES,YES,YES,YES
 W    ,25,2,0,NO,NO,YES,NO,YES,YES
 W    ,76,2,0,NO,NO,YES,YES,YES,NO
 W    ,33,2,0,NO,YES,YES,NO,YES,YES
 W    ,64,2,0,NO,NO,YES,NO,YES,NO
 W    ,56,2,0,NO,NO,YES,YES,YES,NO
 W    ,33,2,0,NO,NO,YES,NO,YES,YES
 W    ,22,2,0,NO,NO,NO,YES,YES,YES
 B    ,22,2,0,NO,NO,NO,NO,NO,NO
 W    ,49,2,0,NO,NO,NO,YES,YES,YES
 B    ,37,2,0,NO,NO,NO,YES,YES,NO
 B    ,69,2,0,YES,NO,YES,NO,YES,YES
 W    ,40,2,0,YES,NO,YES,YES,YES,YES
 W    ,47,2,0,YES,YES,YES,NO,YES,YES
 B    ,39,2,0,YES,NO,YES,NO,YES,YES
 W    ,98,2,0,YES,YES,YES,YES,YES,NO
 W    ,69,2,0,YES,NO,YES,YES,YES,YES
 W    ,90,2,0,YES,YES,YES,NO,YES,NO
 W    ,66,2,0,YES,NO,YES,NO,YES,YES
 W    ,74,2,0,YES,YES,YES,YES,NO,NO
 W    ,50,2,0,YES,NO,YES,NO,YES,YES
 W    ,59,2,0,YES,NO,YES,YES,YES,YES
 W    ,66,2,0,YES,NO,YES,YES,YES,YES
 W    ,47,2,0,YES,NO,YES,YES,YES,YES
 W    ,56,2,0,YES,NO,YES,YES,YES,NO
 W    ,78,2,0,YES,NO,YES,NO,YES,NO
 B    ,85,2,0,YES,YES,YES,YES,YES,YES
 W    ,42,2,0,YES,NO,YES,NO,YES,YES
 B    ,62,2,0,YES,YES,YES,NO,YES,NO
 B    ,55,2,0,YES,YES,YES,NO,YES,NO
 B    ,79,2,0,YES,NO,YES,YES,YES,YES
 B    ,53,2,0,YES,NO,YES,YES,YES,YES
 W    ,45,2,0,YES,NO,YES,NO,YES,YES
 W    ,56,2,0,YES,NO,YES,YES,YES,YES
 B    ,38,2,0,YES,NO,YES,YES,YES,YES
 W    ,36,2,0,YES,NO,YES,YES,YES,YES
 M    ,19,2,0,NO,NO,NO,NO,NO,NO
 W    ,21,2,0,NO,NO,NO,YES,YES,YES
 B    ,29,2,0,YES,NO,YES,YES,YES,YES
 W    ,33,2,0,YES,YES,YES,YES,YES,NO
 W    ,61,2,0,YES,YES,YES,YES,YES,YES
 W    ,102,2,0,YES,YES,YES,YES,YES,NO
 B    ,49,2,0,NO,NO,NO,YES,YES,YES
 B    ,33,2,0,YES,NO,NO,NO,YES,NO
 B    ,45,2,0,YES,YES,YES,YES,YES,YES
 W    ,69,2,0,NO,NO,NO,NO,YES,NO
 W    ,24,2,0,NO,NO,NO,NO,NO,NO
 B    ,18,2,0,NO,NO,NO,NO,NO,NO
 W    ,52,2,0,NO,NO,NO,NO,YES,NO
 W    ,38,2,0,NO,NO,NO,NO,NO,NO
 B    ,63,2,0,YES,NO,YES,YES,YES,YES
 W    ,55,2,0,YES,NO,YES,YES,YES,NO
 W    ,44,2,0,NO,NO,NO,NO,YES,YES
 O    ,54,2,0,YES,NO,YES,NO,YES,NO
 O    ,36,2,0,YES,NO,YES,NO,YES,YES
 O    ,53,2,0,NO,NO,YES,NO,YES,YES
 W    ,47,2,0,YES,NO,YES,NO,YES,YES
 W    ,25,2,0,NO,NO,YES,NO,YES,YES
 B    ,93,2,0,YES,YES,YES,NO,NO,NO
 W    ,48,2,0,NO,NO,YES,YES,YES,YES
 W    ,48,2,0,YES,NO,YES,NO,YES,NO
 O    ,54,2,0,YES,YES,YES,NO,YES,NO
 U    ,38,2,0,YES,NO,YES,NO,YES,NO
 A    ,63,2,0,NO,NO,YES,NO,YES,NO
 W    ,31,2,0,YES,NO,YES,YES,YES,YES
 A    ,58,2,0,YES,NO,YES,NO,YES,YES
 U    ,36,2,0,NO,NO,YES,NO,YES,NO
 W    ,56,2,0,YES,NO,YES,NO,NO,NO
 U    ,43,2,0,NO,NO,YES,YES,YES,YES
 W    ,58,2,0,YES,NO,YES,NO,NO,NO
 W    ,45,2,0,YES,NO,YES,NO,YES,YES
 U    ,20,2,0,NO,NO,NO,NO,YES,NO
 W    ,35,2,0,NO,NO,YES,YES,YES,NO
 W    ,24,2,0,NO,NO,NO,NO,YES,YES
 A    ,28,2,0,NO,NO,NO,NO,YES,YES
 A    ,71,2,0,NO,NO,NO,YES,YES,YES
 W    ,33,2,0,NO,NO,YES,NO,YES,NO
 B    ,63,2,0,YES,NO,YES,NO,NO,NO
 B    ,40,2,0,NO,NO,NO,NO,NO,YES
 W    ,25,2,0,NO,NO,YES,YES,YES,NO
 W    ,71,2,0,YES,NO,YES,NO,YES,YES
 W    ,19,2,0,NO,NO,NO,NO,NO,NO
 W    ,27,2,0,NO,NO,YES,NO,YES,YES
 W    ,30,2,0,YES,NO,NO,NO,YES,YES
 W    ,49,2,0,YES,NO,YES,YES,YES,YES
 W    ,70,2,0,YES,NO,NO,NO,NO,NO
 B    ,41,2,0,YES,NO,NO,NO,YES,YES
 W    ,37,2,0,NO,NO,YES,NO,YES,NO
 A    ,57,2,0,YES,YES,YES,NO,YES,NO
 O    ,39,2,0,NO,NO,NO,NO,YES,YES
 O    ,35,2,0,NO,NO,YES,NO,YES,YES
 A    ,37,2,0,NO,NO,NO,NO,NO,NO
 A    ,53,2,0,NO,NO,NO,NO,NO,NO
 O    ,70,2,0,NO,YES,YES,NO,YES,YES
 O    ,44,2,0,NO,NO,NO,NO,YES,NO
 O    ,37,2,0,NO,NO,NO,NO,YES,NO
 A    ,39,2,0,NO,NO,YES,NO,YES,NO
 A    ,76,2,0,NO,NO,YES,NO,YES,YES
 O    ,52,2,0,YES,NO,YES,NO,NO,NO
 A    ,29,2,0,NO,NO,YES,YES,YES,YES
 O    ,64,2,0,YES,NO,YES,YES,YES,YES
 A    ,77,2,0,NO,NO,YES,YES,YES,NO
 O    ,37,2,0,NO,NO,YES,YES,YES,YES
 A    ,34,2,0,NO,NO,NO,NO,YES,YES
 O    ,44,2,0,NO,NO,NO,NO,YES,YES
 A    ,46,2,0,NO,NO,YES,NO,YES,YES
 O    ,47,2,0,YES,NO,YES,YES,YES,YES
 O    ,68,2,0,NO,NO,YES,NO,YES,YES
 W    ,26,2,0,NO,NO,YES,NO,YES,YES
 A    ,35,2,0,YES,NO,YES,NO,NO,NO
 A    ,25,2,0,NO,NO,YES,NO,YES,NO
 A    ,39,2,0,NO,NO,YES,NO,YES,YES
 W    ,35,2,0,NO,NO,NO,NO,NO,YES
 A    ,58,2,0,YES,YES,YES,NO,YES,NO
 A    ,41,2,0,YES,NO,YES,NO,YES,NO
 O    ,68,2,0,NO,NO,NO,NO,NO,NO
 A    ,36,2,0,NO,NO,NO,YES,YES,NO
 A    ,70,2,0,NO,NO,NO,NO,YES,YES
 A    ,63,2,0,NO,NO,NO,NO,YES,NO
 A    ,32,2,0,NO,NO,NO,NO,YES,NO
 W    ,30,2,0,NO,NO,NO,NO,NO,NO
 A    ,49,2,0,NO,NO,NO,NO,YES,NO
 W    ,32,2,0,NO,NO,NO,NO,YES,YES
 O    ,60,2,0,NO,NO,YES,NO,NO,YES
 A    ,34,2,0,NO,NO,YES,NO,YES,YES
 B    ,44,2,0,YES,YES,YES,NO,YES,YES
 W    ,51,2,0,YES,NO,NO,YES,YES,YES
 W    ,46,2,0,YES,NO,YES,NO,YES,YES
 W    ,38,2,0,YES,NO,NO,NO,YES,NO
 B    ,47,2,0,NO,YES,YES,YES,YES,NO
 B    ,38,2,0,YES,NO,YES,NO,NO,NO
 B    ,23,2,0,NO,NO,NO,NO,NO,NO
 B    ,68,2,0,NO,NO,NO,NO,YES,YES
 W    ,69,2,0,NO,NO,YES,NO,NO,NO
 W    ,19,2,0,NO,NO,NO,NO,NO,NO
 W    ,44,2,0,YES,NO,YES,NO,YES,YES
 W    ,86,2,0,YES,NO,YES,NO,YES,NO
 W    ,28,2,0,NO,NO,YES,NO,NO,NO
 B    ,45,2,0,YES,NO,YES,NO,YES,YES
 W    ,50,2,0,NO,NO,NO,NO,YES,NO
 U    ,36,2,0,NO,NO,YES,YES,YES,YES
 W    ,33,2,0,NO,NO,YES,NO,YES,YES
 B    ,48,2,0,YES,NO,YES,NO,NO,YES
 W    ,71,2,0,YES,NO,YES,NO,YES,NO
 W    ,41,2,0,YES,NO,YES,NO,YES,YES
 B    ,22,2,0,NO,NO,NO,NO,YES,YES
 B    ,49,2,0,NO,NO,YES,YES,YES,YES
 B    ,26,2,0,NO,NO,NO,NO,NO,NO
 B    ,21,2,0,NO,NO,NO,NO,YES,YES
 B    ,54,2,0,YES,NO,YES,NO,NO,YES
 B    ,48,2,0,NO,NO,NO,YES,YES,NO
 W    ,29,2,0,NO,NO,NO,NO,YES,YES
 B    ,82,2,0,YES,YES,YES,YES,NO,NO
 W    ,25,2,0,NO,NO,YES,NO,YES,YES
 U    ,69,2,0,NO,NO,YES,NO,YES,NO
 B    ,79,2,0,NO,NO,NO,NO,YES,NO
 W    ,78,2,0,YES,YES,YES,NO,YES,NO
 W    ,46,2,0,YES,NO,YES,NO,YES,NO
 A    ,56,2,0,YES,NO,NO,NO,YES,YES
 B    ,47,2,0,YES,NO,YES,YES,YES,YES
 B    ,82,2,0,YES,NO,NO,NO,YES,NO
 B    ,36,2,0,YES,YES,YES,NO,YES,YES
 W    ,43,2,0,YES,NO,NO,NO,YES,NO
 U    ,65,2,0,YES,NO,YES,NO,YES,YES
 W    ,56,2,0,NO,NO,YES,YES,YES,NO
 O    ,43,2,0,NO,NO,NO,NO,YES,YES
 W    ,62,2,0,NO,NO,YES,NO,YES,NO
 B    ,26,2,0,NO,YES,YES,NO,YES,YES
 U    ,68,2,0,YES,YES,YES,NO,YES,YES
 B    ,22,2,0,NO,NO,NO,YES,YES,YES
 B    ,55,2,0,YES,YES,YES,YES,YES,YES
 B    ,47,2,0,YES,NO,YES,NO,NO,NO
 W    ,27,2,0,NO,NO,YES,YES,YES,YES
 B    ,43,2,0,YES,YES,YES,NO,NO,NO
 B    ,19,2,0,NO,NO,NO,NO,NO,YES
 B    ,63,2,0,YES,NO,YES,NO,NO,YES
 W    ,52,2,0,YES,NO,YES,NO,YES,NO
 W    ,42,2,0,YES,NO,YES,YES,YES,YES
 B    ,39,2,0,YES,NO,YES,NO,YES,YES
 B    ,41,2,0,YES,NO,YES,YES,YES,YES
 W    ,39,2,0,YES,NO,YES,NO,YES,YES
 B    ,60,2,0,YES,NO,YES,NO,NO,NO
 W    ,53,2,0,NO,NO,YES,YES,YES,NO
 W    ,39,2,0,NO,NO,NO,NO,NO,YES
 W    ,38,2,0,NO,NO,NO,NO,YES,YES
 B    ,57,2,0,NO,NO,YES,NO,YES,NO
 W    ,40,2,0,NO,NO,NO,NO,YES,YES
 A    ,44,2,0,NO,NO,NO,NO,YES,NO
 A    ,38,2,0,NO,NO,NO,NO,YES,YES
 W    ,35,2,0,YES,NO,YES,YES,YES,YES
 B    ,41,2,0,YES,NO,YES,YES,YES,YES
 O    ,44,2,0,YES,YES,YES,NO,YES,YES
 W    ,22,2,0,NO,NO,NO,YES,YES,YES
 W    ,27,2,0,NO,NO,NO,NO,YES,NO
 B    ,33,2,0,YES,NO,YES,NO,YES,YES
 W    ,32,2,0,NO,NO,YES,NO,YES,YES
 W    ,48,2,0,NO,NO,NO,NO,YES,NO
 B    ,53,2,0,NO,NO,YES,NO,YES,NO
 O    ,34,2,0,NO,NO,NO,NO,YES,YES
 W    ,76,2,0,NO,NO,NO,NO,NO,YES
 W    ,19,2,0,NO,NO,NO,NO,NO,NO
 W    ,61,2,0,NO,NO,YES,NO,YES,NO
 O    ,58,2,0,YES,NO,YES,NO,YES,NO
 W    ,22,2,0,NO,NO,NO,YES,YES,YES
 W    ,20,2,0,NO,NO,NO,NO,NO,NO
 B    ,51,2,0,YES,NO,YES,NO,NO,YES
 W    ,51,2,0,YES,NO,YES,NO,YES,YES
 U    ,41,2,0,NO,NO,YES,YES,YES,YES
 B    ,51,2,0,NO,YES,YES,NO,YES,YES
 W    ,58,2,0,YES,NO,YES,NO,YES,YES
 W    ,51,2,0,YES,NO,YES,NO,YES,YES
 W    ,44,2,0,NO,NO,YES,NO,YES,YES
 U    ,24,2,0,NO,NO,YES,YES,YES,YES
 W    ,27,2,0,NO,YES,YES,NO,YES,YES
 W    ,22,2,0,NO,NO,NO,YES,YES,YES
 W    ,45,2,0,NO,NO,NO,NO,YES,YES
 W    ,33,2,0,YES,NO,YES,NO,YES,NO
 W    ,37,2,0,YES,NO,YES,NO,YES,YES
 A    ,23,2,0,NO,NO,YES,NO,NO,NO
 U    ,29,2,0,YES,NO,YES,NO,YES,YES
 W    ,21,2,0,NO,NO,NO,YES,YES,YES
 W    ,39,2,0,YES,NO,YES,NO,YES,YES
 W    ,49,2,0,YES,NO,YES,NO,YES,NO
 B    ,52,2,0,YES,YES,YES,YES,YES,NO
 W    ,36,2,0,YES,NO,YES,NO,YES,YES
 B    ,53,2,0,NO,NO,NO,NO,YES,YES
 W    ,54,2,0,YES,NO,YES,YES,NO,NO
 W    ,52,2,0,YES,NO,YES,YES,YES,YES
 B    ,45,2,0,NO,NO,NO,NO,NO,YES
 W    ,48,2,0,NO,NO,YES,YES,YES,NO
 B    ,23,2,0,NO,NO,NO,NO,YES,NO
 W    ,97,2,0,NO,NO,YES,NO,YES,NO
 U    ,47,2,0,NO,NO,YES,NO,YES,YES
 B    ,37,2,0,NO,NO,YES,NO,NO,NO
 W    ,28,2,0,NO,NO,NO,YES,YES,YES
 B    ,64,2,0,YES,YES,YES,YES,NO,YES
 B    ,28,2,0,YES,NO,YES,NO,YES,YES
 W    ,30,2,0,YES,NO,YES,NO,YES,YES
 W    ,31,2,0,NO,NO,YES,YES,YES,YES
 W    ,42,2,0,NO,NO,YES,NO,YES,YES
 W    ,28,2,0,YES,NO,YES,NO,YES,YES
 W    ,21,2,0,NO,NO,NO,YES,YES,YES
 W    ,62,2,0,NO,NO,YES,NO,YES,YES
 W    ,64,2,0,YES,NO,YES,YES,YES,YES
 U    ,88,2,0,NO,NO,YES,NO,YES,YES
 W    ,19,2,0,NO,NO,NO,NO,NO,YES
 B    ,23,2,0,NO,NO,NO,NO,YES,NO
 U    ,47,2,0,YES,NO,YES,NO,YES,YES
 B    ,37,2,0,NO,NO,YES,NO,YES,NO
 B    ,21,2,0,NO,NO,NO,YES,YES,YES
 W    ,37,2,0,NO,NO,NO,YES,YES,YES
 W    ,36,2,0,NO,NO,NO,NO,YES,YES
 B    ,77,2,0,NO,NO,YES,NO,YES,YES
 W    ,19,2,0,NO,NO,NO,NO,NO,YES
 U    ,22,2,0,NO,NO,NO,YES,YES,NO
 B    ,89,2,0,YES,YES,YES,NO,YES,YES
 B    ,32,2,0,YES,YES,YES,YES,YES,YES
 B    ,23,2,0,NO,NO,YES,NO,YES,YES
 B    ,32,2,0,YES,YES,YES,NO,YES,YES
 B    ,48,2,0,YES,NO,YES,YES,YES,NO
 B    ,96,2,0,YES,NO,YES,NO,NO,NO
 B    ,25,2,0,NO,NO,YES,NO,YES,YES
 B    ,23,2,0,NO,NO,YES,YES,YES,YES
 B    ,73,2,0,YES,NO,YES,YES,YES,YES
 B    ,75,2,0,YES,NO,YES,NO,YES,YES
 B    ,64,2,0,YES,YES,YES,YES,YES,YES
 U    ,37,2,0,YES,NO,YES,NO,YES,YES
 B    ,44,2,0,YES,NO,YES,NO,YES,NO
 W    ,49,2,0,YES,NO,YES,NO,YES,NO
 W    ,43,2,0,NO,NO,YES,NO,YES,YES
 B    ,47,2,0,YES,NO,NO,NO,YES,YES
 M    ,19,2,0,NO,NO,NO,NO,NO,NO
 U    ,50,2,0,YES,NO,YES,NO,YES,NO
 W    ,37,2,0,YES,NO,YES,YES,YES,YES
 W    ,82,2,0,NO,NO,NO,NO,YES,NO
 W    ,55,2,0,YES,NO,YES,NO,YES,YES
 B    ,45,2,0,NO,NO,YES,NO,YES,YES
 W    ,74,2,0,NO,NO,NO,YES,YES,YES
 W    ,44,2,0,YES,NO,YES,NO,YES,NO
 M    ,19,2,0,NO,NO,NO,NO,NO,NO
 W    ,47,2,0,NO,NO,NO,NO,NO,NO
 B    ,71,2,0,YES,NO,YES,NO,YES,YES
 W    ,27,2,0,YES,NO,NO,NO,YES,YES
 B    ,39,2,0,YES,YES,YES,NO,YES,YES
 W    ,29,2,0,YES,NO,YES,NO,YES,NO
 W    ,28,2,0,YES,NO,YES,NO,NO,NO
 W    ,59,2,0,YES,YES,YES,NO,YES,YES
 W    ,36,2,0,NO,NO,NO,YES,YES,YES
 W    ,63,2,0,NO,NO,YES,YES,YES,YES
 B    ,46,2,0,YES,NO,YES,NO,NO,NO
 B    ,24,2,0,NO,NO,NO,YES,YES,NO
 B    ,64,2,0,YES,NO,YES,NO,YES,NO
 B    ,57,2,0,NO,NO,NO,YES,YES,YES
 W    ,23,2,0,NO,NO,NO,NO,YES,YES
 W    ,50,2,0,YES,NO,YES,NO,YES,NO
 B    ,35,2,0,YES,NO,YES,YES,YES,YES
 W    ,54,2,0,YES,NO,YES,YES,YES,YES
 B    ,47,2,0,YES,NO,YES,NO,YES,YES
 W    ,39,2,0,YES,NO,YES,NO,YES,YES
 B    ,44,2,0,YES,YES,YES,NO,YES,YES
 B    ,25,2,0,NO,NO,NO,NO,YES,NO
 W    ,39,2,0,NO,NO,NO,NO,YES,YES
 B    ,19,2,0,NO,NO,NO,NO,NO,YES
 B    ,42,2,0,NO,NO,NO,NO,YES,YES
 B    ,29,2,0,NO,NO,YES,NO,YES,NO
 B    ,26,2,0,NO,NO,YES,NO,YES,YES
 B    ,24,2,0,NO,NO,NO,NO,YES,NO
 O    ,53,2,0,YES,YES,YES,YES,YES,NO
 W    ,19,2,0,NO,NO,NO,NO,NO,NO
 B    ,21,2,0,NO,NO,NO,NO,NO,NO
 W    ,65,2,0,YES,NO,YES,NO,NO,YES
 W    ,59,2,0,NO,NO,NO,NO,YES,YES
 W    ,49,2,0,YES,NO,YES,NO,YES,NO
 A    ,39,2,0,NO,YES,YES,YES,YES,YES
 B    ,31,2,0,YES,NO,NO,NO,YES,YES
 B    ,34,2,0,YES,NO,YES,YES,YES,YES
 W    ,33,2,0,YES,NO,YES,NO,YES,YES
 B    ,31,2,0,NO,YES,YES,YES,YES,YES
 A    ,36,2,0,NO,NO,NO,NO,YES,YES
 W    ,35,2,0,NO,NO,NO,NO,YES,YES
 W    ,29,2,0,NO,NO,YES,YES,YES,YES
 B    ,54,2,0,NO,NO,YES,NO,YES,NO
 W    ,74,2,0,NO,NO,NO,NO,YES,YES
 W    ,57,2,0,YES,NO,YES,NO,YES,YES
 M    ,36,2,0,NO,NO,YES,YES,YES,NO
 W    ,35,2,0,NO,NO,NO,NO,YES,YES
 W    ,54,2,0,YES,NO,YES,NO,YES,YES
 W    ,29,2,0,YES,NO,YES,NO,YES,YES
 B    ,64,2,0,YES,YES,YES,YES,YES,YES
 B    ,95,2,0,YES,YES,YES,YES,YES,YES
 B    ,53,2,0,NO,NO,NO,NO,NO,YES
 B    ,34,2,0,YES,NO,YES,YES,YES,YES
 A    ,23,2,0,NO,NO,NO,NO,YES,YES
 W    ,51,2,0,YES,NO,YES,NO,YES,YES
 W    ,33,2,0,NO,NO,YES,NO,YES,YES
 U    ,44,2,0,YES,NO,YES,NO,YES,YES
 B    ,33,2,0,NO,NO,YES,NO,NO,YES
 U    ,38,2,0,YES,YES,YES,NO,YES,YES
 W    ,37,2,0,YES,YES,YES,NO,YES,YES
 M    ,26,2,0,NO,NO,YES,YES,NO,NO
 B    ,36,2,0,NO,NO,YES,NO,YES,NO
 B    ,78,2,0,YES,YES,YES,NO,YES,YES
 W    ,45,2,0,YES,NO,YES,YES,YES,YES
 B    ,23,2,0,NO,NO,NO,NO,YES,NO
 W    ,34,2,0,YES,NO,YES,YES,YES,YES
 M    ,20,2,0,NO,NO,NO,NO,YES,NO
 W    ,34,2,0,YES,NO,YES,NO,YES,YES
 W    ,19,2,0,NO,NO,NO,NO,NO,YES
 W    ,88,2,0,YES,YES,YES,NO,YES,YES
 W    ,65,2,0,NO,NO,NO,NO,YES,YES
 W    ,36,2,0,NO,NO,NO,NO,YES,NO
 W    ,36,2,0,NO,NO,YES,YES,YES,YES
 W    ,44,2,0,YES,NO,YES,NO,YES,YES
 W    ,61,2,0,YES,NO,YES,YES,YES,YES
 W    ,41,2,0,NO,YES,YES,NO,YES,YES
 W    ,44,2,0,NO,NO,YES,NO,YES,YES
 W    ,45,2,0,YES,NO,NO,YES,NO,NO
 W    ,47,2,0,YES,NO,NO,NO,NO,NO
 W    ,41,2,0,YES,NO,YES,NO,YES,YES
 W    ,32,2,0,YES,NO,NO,NO,YES,YES
 W    ,56,2,0,YES,NO,YES,NO,YES,YES
 W    ,23,2,0,NO,NO,YES,NO,YES,YES
 W    ,45,2,0,YES,NO,YES,YES,YES,NO
 B    ,34,2,0,YES,NO,YES,NO,YES,YES
 W    ,34,2,0,YES,NO,YES,YES,YES,YES
 O    ,49,2,0,NO,NO,YES,YES,YES,YES
 I    ,40,2,0,NO,NO,NO,NO,YES,YES
 B    ,45,2,0,YES,NO,YES,YES,YES,YES
 W    ,45,2,0,YES,NO,YES,NO,YES,YES
 W    ,51,2,0,YES,NO,YES,NO,NO,YES
 B    ,50,2,0,YES,YES,YES,YES,NO,NO
 W    ,25,2,0,NO,NO,YES,YES,NO,NO
 W    ,88,2,0,NO,NO,NO,NO,YES,NO
 B    ,45,2,0,NO,NO,YES,NO,NO,NO
 B    ,78,2,0,NO,NO,YES,NO,NO,NO
 W    ,69,2,0,NO,NO,NO,YES,YES,YES
 B    ,45,2,0,YES,YES,NO,YES,YES,YES
 B    ,37,2,0,NO,NO,YES,NO,YES,YES
 B    ,23,2,0,NO,NO,YES,NO,YES,YES
 B    ,37,2,0,NO,NO,YES,YES,YES,YES
 B    ,68,2,0,NO,NO,NO,NO,NO,NO
 W    ,29,2,0,YES,NO,YES,NO,YES,NO
 B    ,49,2,0,YES,NO,YES,NO,NO,NO
 W    ,62,2,0,YES,NO,YES,NO,YES,YES
 W    ,35,2,0,NO,NO,YES,YES,YES,YES
 W    ,59,2,0,YES,NO,YES,NO,YES,YES
 B    ,57,2,0,NO,NO,YES,YES,YES,YES
 W    ,45,2,0,YES,NO,YES,NO,YES,NO
 W    ,31,2,0,NO,NO,NO,NO,YES,NO
 W    ,37,2,0,NO,NO,YES,YES,YES,YES
 W    ,58,2,0,YES,NO,YES,YES,YES,YES
 B    ,22,2,0,NO,NO,NO,NO,YES,YES
 B    ,45,2,0,YES,NO,YES,YES,YES,NO
 W    ,49,2,0,YES,NO,YES,YES,YES,NO
 W    ,35,2,0,NO,NO,NO,NO,YES,YES
 W    ,71,2,0,YES,NO,YES,YES,YES,YES
 W    ,24,2,0,NO,NO,NO,NO,YES,YES
 B    ,33,2,0,YES,NO,NO,YES,YES,YES
 B    ,78,2,0,NO,NO,YES,YES,YES,YES
 B    ,61,2,0,YES,YES,YES,NO,YES,NO
 B    ,80,2,0,YES,YES,YES,YES,YES,YES
 B    ,37,2,0,YES,NO,YES,YES,YES,YES
 B    ,24,2,0,NO,NO,YES,YES,YES,YES
 B    ,45,2,0,YES,NO,YES,YES,YES,YES
 B    ,26,2,0,NO,NO,YES,NO,YES,YES
 W    ,46,2,0,YES,NO,YES,NO,YES,YES
 W    ,31,2,0,YES,NO,YES,YES,YES,YES
 B    ,62,2,0,NO,NO,YES,NO,YES,YES
 W    ,52,2,0,YES,NO,YES,YES,YES,YES
 B    ,61,2,0,YES,NO,YES,YES,YES,YES
 B    ,31,2,0,YES,NO,YES,YES,YES,YES
 B    ,27,2,0,NO,NO,YES,NO,YES,NO
 B    ,68,2,0,NO,NO,NO,NO,YES,YES
 W    ,58,2,0,NO,NO,YES,NO,YES,NO
 W    ,33,2,0,NO,NO,YES,NO,YES,YES
 B    ,27,2,0,NO,NO,YES,YES,YES,NO
 B    ,36,2,0,NO,NO,YES,YES,YES,YES
 W    ,50,2,0,YES,NO,NO,NO,YES,NO
 B    ,24,2,0,NO,NO,NO,NO,YES,YES
 W    ,48,2,0,YES,NO,YES,NO,YES,YES
 B    ,35,2,0,YES,NO,YES,NO,YES,YES
 B    ,28,2,0,NO,NO,YES,NO,YES,YES
 B    ,29,2,0,YES,NO,YES,NO,YES,YES
 W    ,38,2,0,NO,NO,YES,NO,YES,YES
 W    ,35,2,0,YES,NO,YES,NO,YES,YES
 B    ,38,2,0,YES,NO,YES,NO,YES,YES
 W    ,62,2,0,YES,NO,YES,NO,YES,YES
 B    ,45,2,0,YES,NO,YES,NO,YES,YES
 W    ,32,2,0,NO,NO,YES,NO,YES,YES
 B    ,52,2,0,NO,NO,YES,YES,YES,YES
 B    ,63,2,0,YES,YES,YES,YES,YES,YES
 W    ,26,2,0,NO,NO,YES,NO,YES,NO
 B    ,25,2,0,NO,NO,YES,NO,YES,YES
 B    ,35,2,0,NO,NO,NO,NO,YES,YES
 B    ,37,2,0,YES,NO,NO,NO,NO,NO
 B    ,31,2,0,YES,YES,YES,YES,YES,NO
 B    ,38,2,0,YES,NO,YES,YES,YES,YES
 B    ,36,2,0,YES,NO,YES,NO,YES,NO
 B    ,47,2,0,NO,NO,YES,YES,YES,YES
 M    ,24,2,0,NO,NO,YES,YES,YES,YES
 B    ,52,2,0,NO,NO,YES,NO,YES,YES
 W    ,57,2,0,YES,NO,YES,NO,YES,NO
 B    ,56,2,0,YES,NO,YES,NO,YES,YES
 U    ,45,2,0,YES,YES,YES,YES,YES,YES
 B    ,59,2,0,NO,NO,YES,NO,NO,NO
 B    ,53,2,0,YES,NO,YES,NO,YES,NO
 O    ,21,2,0,NO,NO,NO,NO,NO,YES
 W    ,71,2,0,YES,YES,YES,YES,YES,YES
 W    ,74,2,0,YES,NO,YES,YES,YES,YES
 W    ,85,2,0,YES,YES,YES,NO,NO,NO
 B    ,56,2,0,YES,YES,YES,NO,YES,YES
 B    ,41,2,0,NO,NO,YES,NO,NO,NO
 W    ,45,2,0,NO,NO,NO,NO,YES,YES
 B    ,21,2,0,NO,NO,NO,NO,YES,YES
 B    ,20,2,0,NO,NO,NO,NO,YES,YES
 B    ,35,2,0,NO,NO,NO,NO,YES,YES
 B    ,39,2,0,NO,NO,NO,YES,YES,YES
 B    ,72,2,0,YES,NO,YES,NO,YES,NO
 B    ,51,2,0,YES,NO,YES,YES,YES,NO
 B    ,36,2,0,YES,YES,YES,NO,YES,YES
 W    ,62,2,0,YES,NO,YES,NO,YES,YES
 B    ,59,2,0,YES,NO,YES,NO,NO,NO
 U    ,48,2,0,YES,NO,YES,YES,YES,YES
 W    ,21,2,0,NO,NO,NO,YES,YES,YES
